country,region,source,segment,type,abatement,savings,cost
Iraq,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,1.27,-1.46
Iran,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,13.33,-1.46
Iraq,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,10.31,-1.46
Iran,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,10.83,-1.46
Kuwait,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,2.39,-1.46
Kuwait,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,5.49,-1.46
Jordan,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.02,-1.46
Jordan,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.02,-1.46
Jordan,Middle East,Unconventional gas,Upstream,Gas,Upstream LDAR,0,-1.46
Argentina,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,46.56,-1.46
Argentina,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.09,-1.46
Bahrain,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,2.54,-1.46
Bahrain,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.46,-1.46
Bolivia,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,4.39,-1.46
Bolivia,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.46
Colombia,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,8.24,-1.46
Colombia,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.04,-1.46
Ecuador,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,0.5,-1.46
Cuba,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,0.84,-1.46
Cuba,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,-1.46
Ecuador,Central and South America,Downstream gas,Downstream,Gas,Replace with electric motor,0.18,-1.46
Ecuador,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.03,-1.46
Oman,Middle East,Unconventional gas,Upstream,Gas,Upstream LDAR,3.51,-1.46
Oman,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,4.48,-1.46
Oman,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,2.7800000000000002,-1.46
Qatar,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.26,-1.46
Qatar,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,1.8,-1.46
Peru,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,4.5600000000000005,-1.46
Paraguay,Latin America,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.46
Peru,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,-1.46
Saudi Arabia,Middle East,Unconventional gas,Upstream,Gas,Upstream LDAR,0.71,-1.46
Saudi Arabia,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,10.59,-1.46
Saudi Arabia,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,4.77,-1.46
Syria,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.73,-1.46
Syria,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,1.1400000000000001,-1.46
Trinidad and Tobago,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,10.31,-1.46
Trinidad and Tobago,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.46
Uruguay,Latin America,Downstream gas,Downstream,Gas,Downstream LDAR,0.03,-1.46
Uruguay,Latin America,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.46
Yemen,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.01,-1.46
Yemen,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.67,-1.46
Venezuela,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,36.84,-1.46
Venezuela,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.14,-1.46
United Arab Emirates,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,3.69,-1.46
United Arab Emirates,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,4.35,-1.46
Israel,Europe,Downstream gas,Downstream,Gas,Downstream LDAR,3.66,-1.45
Israel,Europe,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,-1.45
Romania,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.52,-1.44
Slovenia,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0,-1.44
Slovenia,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0,-1.44
Romania,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0,-1.44
Romania,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,4.2,-1.44
Other EU17 countries,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0.03,-1.44
Other EU17 countries,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.57,-1.44
Other EU17 countries,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.15,-1.44
Other EU7 countries,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.04,-1.44
Other EU7 countries,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.11,-1.44
Israel,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,1.26,-1.43
Brazil,Central and South America,Downstream gas,Downstream,Gas,Other,19.33,-1.42
Algeria,Africa,Unconventional gas,Upstream,Gas,Other,0.09,-1.41
Algeria,Africa,Onshore conventional gas,Upstream,Gas,Other,3.96,-1.41
Egypt,Africa,Onshore conventional gas,Upstream,Gas,Other,0.3,-1.41
Egypt,Africa,Unconventional gas,Upstream,Gas,Other,0.06,-1.41
Libya,Africa,Onshore conventional gas,Upstream,Gas,Other,0.43,-1.41
Mexico,North America,Onshore conventional oil,Upstream,Oil,Upstream LDAR,2.2800000000000002,-1.41
Mexico,North America,Onshore conventional gas,Upstream,Gas,Upstream LDAR,4.06,-1.41
Mexico,North America,Unconventional gas,Upstream,Gas,Upstream LDAR,0.04,-1.41
Tunisia,Africa,Onshore conventional gas,Upstream,Gas,Other,0.03,-1.41
Malaysia,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,4.8,-1.4
Malaysia,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.4
Brunei,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.4
Brunei,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,0.4,-1.4
Other countries in Southeast Asia,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.06,-1.4
Other countries in Southeast Asia,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,3.42,-1.4
Philippines,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.4
Philippines,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,0.69,-1.4
Thailand,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.07,-1.4
Thailand,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,14.83,-1.4
Vietnam,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,1.69,-1.4
Vietnam,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.4
New Zealand,Asia Pacific,Offshore oil,Upstream,Oil,Upstream LDAR,0.01,-1.3900000000000001
New Zealand,Asia Pacific,Offshore gas,Upstream,Gas,Upstream LDAR,0.35,-1.3900000000000001
Mexico,North America,Offshore oil,Upstream,Oil,Vapour recovery units,95.95,-1.35
Other countries in Southeast Asia,Asia Pacific,Downstream gas,Downstream,Gas,Vapour recovery units,0.14,-1.34
Canada,North America,Unconventional oil,Upstream,Oil,Vapour recovery units,15.73,-1.33
Canada,North America,Onshore conventional oil,Upstream,Oil,Vapour recovery units,9.66,-1.33
Mexico,North America,Offshore oil,Upstream,Oil,Upstream LDAR,7.13,-1.32
Mexico,North America,Offshore gas,Upstream,Gas,Upstream LDAR,3.1,-1.32
Brunei,Asia Pacific,Onshore conventional gas,Upstream,Gas,Replace with electric motor,0.22,-1.31
South Africa,Africa,Unconventional oil,Upstream,Oil,Vapour recovery units,1.2,-1.3
South Africa,Africa,Onshore conventional oil,Upstream,Oil,Vapour recovery units,1.2,-1.3
South Africa,Africa,Downstream oil,Downstream,Oil,Vapour recovery units,0.06,-1.3
Peru,Central and South America,Downstream gas,Downstream,Gas,Replace with electric motor,1.5699999999999998,-1.29
Nigeria,Africa,Onshore conventional oil,Upstream,Oil,Other,5.17,-1.29
Algeria,Africa,Unconventional gas,Upstream,Gas,Install plunger,0.11,-1.29
Algeria,Africa,Onshore conventional gas,Upstream,Gas,Install plunger,4.79,-1.29
Egypt,Africa,Unconventional gas,Upstream,Gas,Install plunger,0.07,-1.29
Egypt,Africa,Onshore conventional gas,Upstream,Gas,Install plunger,0.36,-1.29
Morocco,North Africa,Unconventional gas,Upstream,Gas,Install plunger,0,-1.29
Morocco,North Africa,Onshore conventional gas,Upstream,Gas,Install plunger,0,-1.29
Morocco,North Africa,Offshore gas,Upstream,Gas,Install plunger,0,-1.29
Libya,Africa,Onshore conventional gas,Upstream,Gas,Install plunger,0.52,-1.29
Tunisia,Africa,Onshore conventional gas,Upstream,Gas,Install plunger,0.04,-1.29
Libya,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,2.26,-1.27
Morocco,North Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.01,-1.27
Morocco,North Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0,-1.27
Libya,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,6.63,-1.27
Egypt,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,1.56,-1.27
Egypt,Africa,Unconventional gas,Upstream,Gas,Upstream LDAR,0.33,-1.27
Egypt,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,1.6400000000000001,-1.27
Algeria,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,20.89,-1.27
Algeria,Africa,Unconventional gas,Upstream,Gas,Upstream LDAR,0.5,-1.27
Algeria,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,8.52,-1.27
Tunisia,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.18,-1.27
Tunisia,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.1,-1.27
Angola,Africa,Onshore conventional gas,Upstream,Gas,Other,0.08,-1.25
Nigeria,Africa,Onshore conventional gas,Upstream,Gas,Other,1.48,-1.25
Azerbaijan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Replace with electric motor,0.16,-1.23
Azerbaijan,Russia & Caspian,Downstream gas,Downstream,Gas,Replace with electric motor,3.15,-1.21
Kazakhstan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Replace with electric motor,39.36,-1.21
Russia,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Upstream LDAR,231.47,-1.2
Russia,Russia & Caspian,Unconventional gas,Upstream,Gas,Upstream LDAR,8.36,-1.2
Russia,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Upstream LDAR,67.4,-1.2
Kazakhstan,Russia & Caspian,Downstream gas,Downstream,Gas,Replace with electric motor,9.25,-1.19
Colombia,Central and South America,Downstream gas,Downstream,Gas,Replace with electric motor,2.92,-1.19
Venezuela,Central and South America,Downstream gas,Downstream,Gas,Replace with electric motor,13.04,-1.19
Congo,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.06,-1.18
Congo,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.1,-1.18
Chad,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.3,-1.18
Cameroon,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.01,-1.18
Equatorial Guinea,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.26,-1.18
Democratic Republic of Congo,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.06,-1.18
Angola,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.4,-1.18
Angola,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.11,-1.18
Botswana,Africa,Unconventional gas,Upstream,Gas,Upstream LDAR,0,-1.18
Mozambique,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0,-1.18
Mozambique,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,1.06,-1.18
Gabon,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.08,-1.18
Gabon,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.6,-1.18
Ghana,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.05,-1.18
Senegal,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0,-1.18
Nigeria,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,7.84,-1.18
Niger,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0,-1.18
Niger,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.03,-1.18
Nigeria,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,4.16,-1.18
Tanzania,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.13,-1.18
Sudan,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.31,-1.18
South Sudan,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.51,-1.18
United States,North America,Unconventional oil,Upstream,Oil,Vapour recovery units,247.31,-1.18
Uruguay,Latin America,Downstream gas,Downstream,Gas,Replace with electric motor,0.01,-1.18
Uruguay,Latin America,Offshore gas,Upstream,Gas,Replace with electric motor,0.01,-1.18
Uzbekistan,Russia & Caspian,Downstream gas,Downstream,Gas,Replace with electric motor,21.39,-1.18
United States,North America,Onshore conventional oil,Upstream,Oil,Vapour recovery units,52.22,-1.18
United States,North America,Offshore oil,Upstream,Oil,Vapour recovery units,14.85,-1.18
South Africa,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.03,-1.17
South Africa,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,1.62,-1.17
Poland,Europe,Downstream gas,Downstream,Gas,Downstream LDAR,4.95,-1.17
Poland,Europe,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,-1.17
Ukraine,Europe,Downstream gas,Downstream,Gas,Downstream LDAR,10.25,-1.17
Ukraine,Europe,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,-1.17
Senegal,Africa,Offshore gas,Upstream,Gas,Install plunger,0,-1.15
Senegal,Africa,Unconventional gas,Upstream,Gas,Install plunger,0,-1.15
Senegal,Africa,Onshore conventional gas,Upstream,Gas,Install plunger,0,-1.15
Nigeria,Africa,Onshore conventional gas,Upstream,Gas,Install plunger,1.8,-1.15
Tanzania,Africa,Onshore conventional gas,Upstream,Gas,Install plunger,0.03,-1.15
Tanzania,Africa,Unconventional gas,Upstream,Gas,Install plunger,0.03,-1.15
Tanzania,Africa,Offshore gas,Upstream,Gas,Install plunger,0.03,-1.15
Gabon,Africa,Onshore conventional gas,Upstream,Gas,Install plunger,0.02,-1.15
Mozambique,Africa,Onshore conventional gas,Upstream,Gas,Install plunger,0.25,-1.15
Argentina,Central and South America,Downstream gas,Downstream,Gas,Replace with electric motor,16.08,-1.15
Angola,Africa,Onshore conventional gas,Upstream,Gas,Install plunger,0.09,-1.15
Cameroon,Africa,Onshore conventional gas,Upstream,Gas,Install plunger,0,-1.15
Congo,Africa,Onshore conventional gas,Upstream,Gas,Install plunger,0.01,-1.15
Italy,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,12.72,-1.13
Other EU7 countries,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,1.11,-1.13
Other EU17 countries,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,21.41,-1.13
Slovenia,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,0.14,-1.13
Slovenia,Europe,Offshore gas,Upstream,Gas,Replace with electric motor,0.14,-1.13
Romania,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,6.63,-1.13
United Kingdom,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,5.32,-1.13
Poland,Europe,Downstream gas,Downstream,Gas,Other,4.36,-1.12
South Africa,Africa,Downstream gas,Downstream,Gas,Other,1.43,-1.12
Ukraine,Europe,Downstream gas,Downstream,Gas,Other,9.04,-1.12
Iraq,Middle East,Onshore conventional oil,Upstream,Oil,Replace with electric motor,467.56,-1.09
Iran,Middle East,Onshore conventional oil,Upstream,Oil,Replace with electric motor,604.44,-1.09
Argentina,Central and South America,Unconventional oil,Upstream,Oil,Other,2.18,-1.07
Other countries in Europe,Europe,Downstream gas,Downstream,Gas,Other,6.83,-1.07
Brazil,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,22.57,-1.06
Brazil,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.2,-1.06
China,Asia Pacific,Onshore conventional gas,Upstream,Gas,Replace with electric motor,66.67,-1.05
China,Asia Pacific,Unconventional gas,Upstream,Gas,Replace with electric motor,92.19,-1.05
Bolivia,Central and South America,Downstream gas,Downstream,Gas,Replace with electric motor,1.55,-1.04
Australia,Asia Pacific,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.42,-1.04
Australia,Asia Pacific,Unconventional gas,Upstream,Gas,Upstream LDAR,6.35,-1.04
Australia,Asia Pacific,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.47,-1.04
New Zealand,Asia Pacific,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.12,-1.04
New Zealand,Asia Pacific,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.02,-1.04
Peru,Central and South America,Offshore oil,Upstream,Oil,Upstream LDAR,0.02,-1.02
Peru,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,0.01,-1.02
Trinidad and Tobago,Central and South America,Offshore oil,Upstream,Oil,Upstream LDAR,0.17,-1.02
Trinidad and Tobago,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,5.8100000000000005,-1.02
Argentina,Central and South America,Offshore oil,Upstream,Oil,Upstream LDAR,0.02,-1.02
Argentina,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,1.71,-1.02
Colombia,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,0.3,-1.02
Cuba,Central and South America,Offshore oil,Upstream,Oil,Upstream LDAR,0.02,-1.02
Ecuador,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,0.1,-1.02
Indonesia,Asia Pacific,Onshore conventional oil,Upstream,Oil,Vapour recovery units,8.61,-1.02
Indonesia,Asia Pacific,Downstream oil,Downstream,Oil,Vapour recovery units,0.31,-1.02
Guyana,Latin America,Offshore oil,Upstream,Oil,Upstream LDAR,0.47,-1.02
Venezuela,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,2.32,-1.02
Venezuela,Central and South America,Offshore oil,Upstream,Oil,Upstream LDAR,1.17,-1.02
Israel,Europe,Offshore gas,Upstream,Gas,Upstream LDAR,1.11,-1.01
United Kingdom,Europe,Offshore gas,Upstream,Gas,Upstream LDAR,3.03,-1.01
United Kingdom,Europe,Offshore oil,Upstream,Oil,Upstream LDAR,0.93,-1.01
Italy,Europe,Offshore gas,Upstream,Gas,Upstream LDAR,0.3,-1
Italy,Europe,Offshore oil,Upstream,Oil,Upstream LDAR,0.02,-1
Brunei,Asia Pacific,Downstream gas,Downstream,Gas,Vapour recovery units,0.02,-0.99
Romania,Europe,Offshore gas,Upstream,Gas,Upstream LDAR,0.76,-0.97
Romania,Europe,Offshore oil,Upstream,Oil,Upstream LDAR,0.1,-0.97
Other EU17 countries,Europe,Offshore gas,Upstream,Gas,Upstream LDAR,0.43,-0.97
Other EU17 countries,Europe,Offshore oil,Upstream,Oil,Upstream LDAR,0.01,-0.97
Other EU7 countries,Europe,Offshore gas,Upstream,Gas,Upstream LDAR,0.06,-0.97
Netherlands,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,0.26,-0.95
Mexico,North America,Downstream oil,Downstream,Oil,Replace with electric motor,0.68,-0.93
France,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,5.64,-0.91
Other countries in Europe,Europe,Downstream gas,Downstream,Gas,Downstream LDAR,7.75,-0.9
Other countries in Europe,Europe,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,-0.9
Norway,Europe,Onshore conventional gas,Upstream,Gas,Replace with electric motor,0.32,-0.89
India,Asia Pacific,Onshore conventional gas,Upstream,Gas,Vapour recovery units,0.25,-0.89
India,Asia Pacific,Unconventional gas,Upstream,Gas,Vapour recovery units,0.12,-0.89
Norway,Europe,Onshore conventional oil,Upstream,Oil,Replace with electric motor,0.87,-0.87
Norway,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,0.03,-0.85
